Gender,Age,Education Level,Marital Status,Household Males,Household Females,Educated Family Members,Oldest Child?,Younger Siblings,Older Siblings,Mother’s Education,Father’s Education,Parents’ Jobs,Family Income,Part-Time Work?,District,Family Abroad,Abroad Country,Plans to Study Abroad,Reasons for Staying,Target Study Abroad Country,Planned Year Abroad,Study Subject Abroad,Decision Difficulty,AI Tool Usefulness (1-10),Current Country,Study Start Date,Study Subject,Choosing Difficulty,AI Tool Usefulness (1-10),Education Quality,Career Prospects,Political Factors,Social Factors,Economic Factors,Safety/Security,University Preference,Language Access,Cultural Exposure,Research Opportunities,Environmental Factors,AI Familiarity,Key AI Factors,Valuable AI Insights,AI Bias Concerns,Trust in AI,Used AI Tools,Additional Comments,Quality Edu Ranking - A,Quality Edu Ranking - B,Career Rank -A,Career Rank -B,Political Rank -A,Political Rank -B,Social Rank -A,Social Rank -B,Economic Rank -A,Economic Rank -B,Safety Rank -A,Safety Rank -B,University Rank -A,University Rank -B,Language Rank -A,Language Rank -B,Cultural Rank -A,Cultural Rank -B,Research Rank -A,Research Rank -B,Environment Rank -A,Environment Rank -B
Male,21-25,Bachelor's Degree,Single,2,2,4,No,,2,Primary,PCL/+2,Government Service,"NPR 30,001 to NPR 60,000",Yes,Chitwan,No,,Yes,,United States,2026,"STEM (Science, Technology, Engineering, Mathematics)",Very Hard,9,,,,,,Option B,Option B,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option A,Very familiar,"Personalization based on your specific preferences and goals,User-friendly interface and ease of use","Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements",Very concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences","Chat Gpt, claude, gemini",,,"Moderate-quality education
 ,High tuition fees
 ,Abundant availability of scholarships",,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade","Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,"Few opportunities for social interaction
 ,Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas",,,"Abundant availability of affordable housing options,Lower cost of living in rural areas
 ,Limited job opportunities with lower salaries",,"Efficient emergency services,Low crime rates,Active police presence","Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,,"Some level of language barrier may exist making communication less straightforward,Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange","Few collaborations with other researchers
 ,Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Female,21-25,Bachelor's Degree,Single,2,2,4,Yes,1,,Bachelor's Degree,Master's Degree,Government Service,"NPR 60,001 to NPR 80,000",No,Bhaktapur,Yes,United States,Yes,,United States,2026,"Social Sciences (Psychology ,Sociology, Political Science)",Hard,8,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Personalization based on your specific preferences and goals,User-friendly interface and ease of use","Choosing a country or region,Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Neutral,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies
 ,Higher paygrade",,"Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,"Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,,"Limited job opportunities with lower salaries
 ,Lower cost of living in rural areas
 ,Abundant availability of affordable housing options",,"Low crime rates,Efficient emergency services,Active police presence","Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,,"Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Female,26-30,Master's Degree,Single,2,2,2,Yes,1,,Primary,Master's Degree,manager,"Below NPR 30,000",Yes,Makwanpur,Yes,Norway,Yes,,Australia,2025,"STEM (Science, Technology, Engineering, Mathematics)",Hard,5,,,,,,Option B,Option B,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Option A,Option A,Slightly familiar,Accuracy and reliability of the recommendations,Selecting a specific university or program,Very concerned,Explanations of the reasoning behind the recommendations,,,,"Moderate-quality education
 ,Abundant availability of scholarships
 ,High tuition fees",,"Moderate career prospects and job opportunities post-graduation,Lower paygrade,Abundant availability of part-time job opportunities during studies","Lower living expenses due to economic challenges,Political stability and security in the home country,Abundant access to civil liberties and freedom of expression",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Lower cost of living in rural areas
 ,Limited job opportunities with lower salaries
 ,Abundant availability of affordable housing options",,"Low crime rates,Efficient emergency services,Active police presence",,"More opportunity after graduation,Moderately prestige and reputation of universities
 ,Diverse availability of desired courses",,"Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Female,21-25,Master's Degree,Single,2,3,5,No,,1,Secondary,Secondary,Business,"NPR 30,001 to NPR 60,000",No,Parasi,No,,Yes,,Finland,2024,"STEM (Science, Technology, Engineering, Mathematics)",Very Hard,7,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option A,Moderately familiar,"Personalization based on your specific preferences and goals,User-friendly interface and ease of use",Finding scholarship or financial aid opportunities,Neutral,Transparency about the data sources and algorithms used,,,"High-quality education,Limited availability of scholarships
 ,Moderately priced tuition fees",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,"Few opportunities for social interaction
 ,Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Efficient emergency services,Low crime rates,Active police presence",,"More opportunity after graduation,Diverse availability of desired courses
 ,Moderately prestige and reputation of universities",,"Some level of language barrier may exist making communication less straightforward,Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,26-30,Master's Degree,Single,2,1,3,Yes,1,,PCL/+2,Master's Degree,Business,"NPR 80,001 to NPR 1,10,000",No,Kailali,Yes,United States,I am already in Abroad,,,,,,,France,01/08/2023,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,8,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option B,Option B,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Choosing a country or region,Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Very concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies
 ,Higher paygrade",,"Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Higher cost of living in urban areas
 ,Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options",,,"Active police presence,Low crime rates,Efficient emergency services",,"More opportunity after graduation,Moderately prestige and reputation of universities
 ,Diverse availability of desired courses","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,26-30,Bachelor's Degree,Single,2,1,3,Yes,1,,PCL/+2,PCL/+2,Government Service,"NPR 30,001 to NPR 60,000",Yes,Rupandehi,No,,Yes,,India,2024,"STEM (Science, Technology, Engineering, Mathematics)",Very Hard,8,,,,,,Option A,Option B,Option A,Option B,Option B,Option B,Option B,Option A,Option A,Option A,Option A,Moderately familiar,Accuracy and reliability of the recommendations,Finding scholarship or financial aid opportunities,Somewhat concerned,User reviews and ratings from other students,Chat gpt,Placement opportunity provide by university,"High-quality education,Limited availability of scholarships
 ,Moderately priced tuition fees",,,"Lower paygrade,Moderate career prospects and job opportunities post-graduation,Abundant availability of part-time job opportunities during studies","Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement","Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Low crime rates,Efficient emergency services,Active police presence",,"Moderately prestige and reputation of universities
 ,Diverse availability of desired courses
 ,More opportunity after graduation","Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Few opportunities for cultural exchange
 ,Rich cultural exposure and diversity on campus
 ,Limited access to cultural events",,"Abundant research opportunities and resources available during studies
 ,Limited availability of research job opportunities after studies
 ,Few collaborations with other researchers",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,26-30,Bachelor's Degree,Single,5,2,5,No,,2,Primary,Illiterate,Business,"NPR 60,001 to NPR 80,000",No,Mahottari,Yes,Australia,Yes,,Australia,2026,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,8,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool","Choosing a country or region,Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Somewhat concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",Chatgpt,,"High-quality education,Limited availability of scholarships
 ,Moderately priced tuition fees",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,"Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,"Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,,"Abundant availability of affordable housing options,Lower cost of living in rural areas
 ,Limited job opportunities with lower salaries",,"Low crime rates,Efficient emergency services,Active police presence","Prestige and reputation of universities
 ,Few opportunity after graduation,Limited availability of desired courses",,"No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,"Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange
 ,Limited access to cultural events",,"Limited availability of research job opportunities after studies
 ,Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Female,21-25,Bachelor's Degree,Single,3,3,5,No,,4,Illiterate,Illiterate,Agriculture,"NPR 60,001 to NPR 80,000",Yes,Bhaktapur,No,,No plan to go,,,,,,,,,,,,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Option A,Option A,Option B,Option B,Moderately familiar,User-friendly interface and ease of use,Finding scholarship or financial aid opportunities,Neutral,Clear explanations of how recommendations align with my preferences,,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade","Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression,Political stability and security in the home country",,"Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas
 ,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,"Limited police presence
 ,Inadequate emergency services
 ,High crime rates",,"Prestige and reputation of universities
 ,Limited availability of desired courses,Few opportunity after graduation",,"Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Few opportunities for cultural exchange
 ,Rich cultural exposure and diversity on campus
 ,Limited access to cultural events",,,"Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies,High collaborations with other researchers",,"Exposure to environmental pollution and degradation
 ,Lower cost of living in environmentally diverse regions
 ,Abundant availability of outdoor recreational activities"
Male,26-30,Bachelor's Degree,Single,3,2,3,No,,1,Secondary,Bachelor's Degree,Officer,"NPR 1,10,001 to NPR 2,00,000",No,Sunsari,No,,No plan to go,,,,,,,,,,,,Option B,Option A,Option A,Option A,Option A,Option B,Option B,Option A,Option B,Option A,Option B,Very familiar,Personalization based on your specific preferences and goals,"Selecting a specific university or program,Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Somewhat concerned,Transparency about the data sources and algorithms used,,,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees","Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression",,"Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas
 ,Few opportunities for social interaction",,,"Abundant availability of affordable housing options,Lower cost of living in rural areas
 ,Limited job opportunities with lower salaries",,"Active police presence,Low crime rates,Efficient emergency services",,"More opportunity after graduation,Moderately prestige and reputation of universities
 ,Diverse availability of desired courses","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language",,,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,,"Lower cost of living in environmentally diverse regions
 ,Exposure to environmental pollution and degradation
 ,Abundant availability of outdoor recreational activities"
Female,21-25,Bachelor's Degree,Single,2,2,3,Yes,1,,Master's Degree,PCL/+2,Non-Governmental Service,"NPR 2,00,001 to NPR 500,000",No,Morang,Yes,India,Yes,,United States,2025,"STEM (Science, Technology, Engineering, Mathematics)",Hard,5,,,,,,Option A,Option A,Option A,Option A,Option B,Option B,Option B,Option A,Option A,Option B,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool","Selecting a specific university or program,Estimating the total cost of studying and living expenses,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Somewhat concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,User reviews and ratings from other students",,,"Moderately priced tuition fees
 ,High-quality education,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Abundant access to civil liberties and freedom of expression,Political stability and security in the home country,Lower living expenses due to economic challenges",,"Few opportunities for social interaction
 ,Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Active police presence,Low crime rates,Efficient emergency services",,"Moderately prestige and reputation of universities
 ,Diverse availability of desired courses
 ,More opportunity after graduation","Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange
 ,Limited access to cultural events",,,"High collaborations with other researchers,Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,26-30,Bachelor's Degree,Single,3,1,2,No,,1,Primary,Secondary,Business,"NPR 1,10,001 to NPR 2,00,000",No,Siraha,Yes,Australia,Yes,,United States,2024,Arts and Design,Neutral,10,,,,,,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option B,Option A,Option A,Moderately familiar,"Accuracy and reliability of the recommendations,Cost-effectiveness and affordability of the AI tool,User-friendly interface and ease of use","Choosing a country or region,Understanding visa and immigration requirements,Finding scholarship or financial aid opportunities",Very concerned,"Explanations of the reasoning behind the recommendations,Clear explanations of how recommendations align with my preferences",Chatgpt,No,"High-quality education,Limited availability of scholarships,Moderately priced tuition fees",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Lower living expenses due to economic challenges,Abundant access to civil liberties and freedom of expression",,,"Abundant opportunities for social interaction
 ,Limited social integration and community engagement,Lower cost of living in quieter areas","Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Active police presence,Low crime rates,Efficient emergency services",,"More opportunity after graduation,Moderately prestige and reputation of universities
 ,Diverse availability of desired courses","No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in",,,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Limited availability of outdoor recreational activities
 ,Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions",
Male,21-25,Bachelor's Degree,Single,4,1,3,Yes,2,,Secondary,Secondary,Business,"NPR 60,001 to NPR 80,000",No,Kavrepalanchok,No,,No plan to go,,,,,,,,,,,,Option A,Option A,Option A,Option B,Option A,Option B,Option B,Option A,Option B,Option A,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,Personalization based on your specific preferences and goals","Selecting a specific university or program,Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Somewhat concerned,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,User reviews and ratings from other students",,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies
 ,Higher paygrade",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,,"Abundant opportunities for social interaction
 ,Lower cost of living in quieter areas
 ,Limited social integration and community engagement",,"Abundant availability of affordable housing options,Lower cost of living in rural areas
 ,Limited job opportunities with lower salaries",,"Low crime rates,Efficient emergency services,Active police presence",,"Diverse availability of desired courses
 ,More opportunity after graduation,Moderately prestige and reputation of universities","Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Majority of the population speaks a language I am fluent in",,,"Greater opportunities for cultural exchange
 ,Limited cultural exposure and diversity on campus
 ,Accessible cultural events","Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Female,26-30,Bachelor's Degree,Single,2,3,4,Yes,1,,Master's Degree,Master's Degree,Non-Governmental Service,"NPR 1,10,001 to NPR 2,00,000",Yes,Okhaldhunga,Yes,Canada,I am already in Abroad,,,,,,,Canada,01/08/2023,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,10,Option B,Option B,Option A,Option A,Option A,Option B,Option B,Option B,Option A,Option B,Option A,Very familiar,"Accuracy and reliability of the recommendations,Transparency in how the AI tool arrives at its recommendations,User-friendly interface and ease of use","Selecting a specific university or program,Understanding visa and immigration requirements",Very concerned,"User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,,"Abundant availability of scholarships
 ,Moderate-quality education
 ,High tuition fees",,"Abundant availability of part-time job opportunities during studies,Moderate career prospects and job opportunities post-graduation,Lower paygrade","Abundant access to civil liberties and freedom of expression,Political stability and security in the home country,Lower living expenses due to economic challenges",,"Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas
 ,Few opportunities for social interaction",,"Higher cost of living in urban areas
 ,Limited availability of affordable housing options
 ,Access to diverse job opportunities with competitive salaries",,,"Low crime rates,Efficient emergency services,Active police presence",,"Diverse availability of desired courses
 ,More opportunity after graduation,Moderately prestige and reputation of universities",,"Different primary language spoken requiring language adaptation
 ,Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Some level of language barrier may exist making communication less straightforward","Rich cultural exposure and diversity on campus
 ,Few opportunities for cultural exchange
 ,Limited access to cultural events",,,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies","Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Male,26-30,Bachelor's Degree,Single,2,4,6,No,,3,Secondary,Secondary,Non-Governmental Service,"NPR 80,001 to NPR 1,10,000",No,Kathmandu,Yes,Germany,No plan to go,,,,,,,,,,,,Option A,Option A,Option A,Option A,Option A,Option B,Option A,Option A,Option B,Option B,Option A,Slightly familiar,"Accuracy and reliability of the recommendations,Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool","Choosing a country or region,Estimating the total cost of studying and living expenses,Finding scholarship or financial aid opportunities",Somewhat concerned,"Explanations of the reasoning behind the recommendations,User reviews and ratings from other students,Clear explanations of how recommendations align with my preferences",,,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,"Political stability and security in the home country,Abundant access to civil liberties and freedom of expression,Lower living expenses due to economic challenges",,"Access to diverse social networks and communities,Higher cost of living in socially vibrant urban areas
 ,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Higher cost of living in urban areas
 ,Limited availability of affordable housing options",,,"Low crime rates,Active police presence,Efficient emergency services","Prestige and reputation of universities
 ,Limited availability of desired courses,Few opportunity after graduation",,"Communication is generally easy due to fluency in the local language
 ,Majority of the population speaks a language I am fluent in
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange",,"Abundant availability of research job opportunities after studies,Limited research opportunities and resources available during studies,High collaborations with other researchers","Access to clean and sustainable living environments
 ,Higher cost of living in environmentally rich regions
 ,Limited availability of outdoor recreational activities",
Male,21-25,Bachelor's Degree,Single,2,2,4,No,,1,PCL/+2,Bachelor's Degree,Business,"NPR 2,00,001 to NPR 500,000",No,Morang,Yes,United States,Yes,,United States,2024,"STEM (Science, Technology, Engineering, Mathematics)",Neutral,8,,,,,,Option A,Option A,Option B,Option A,Option A,Option A,Option A,Option A,Option A,Option A,Option A,Moderately familiar,"Personalization based on your specific preferences and goals,Cost-effectiveness and affordability of the AI tool",Selecting a specific university or program,Neutral,"Explanations of the reasoning behind the recommendations,Transparency about the data sources and algorithms used,User reviews and ratings from other students",ChatGPT,None,"High-quality education,Moderately priced tuition fees
 ,Limited availability of scholarships",,"Strong career prospects and job opportunities post-graduation
 ,Higher paygrade
 ,Limited availability of part-time job opportunities during studies",,,"Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges
 ,Limited access to civil liberties and freedom of expression","Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,"Limited police presence
 ,Inadequate emergency services
 ,High crime rates",,"Prestige and reputation of universities
 ,Limited availability of desired courses,Few opportunity after graduation",,"Majority of the population speaks a language I am fluent in
 ,Communication is generally easy due to fluency in the local language
 ,No requirement for language proficiency tests (IELTS/PET/TOEFL)",,"Few opportunities for cultural exchange
 ,Rich cultural exposure and diversity on campus
 ,Limited access to cultural events",,"Abundant research opportunities and resources available during studies
 ,Few collaborations with other researchers
 ,Limited availability of research job opportunities after studies",,"Access to clean and sustainable living environments
 ,Limited availability of outdoor recreational activities
 ,Higher cost of living in environmentally rich regions",
Female,26-30,Bachelor's Degree,Married,3,2,5,No,,1,Primary,Master's Degree,Business,"NPR 2,00,001 to NPR 500,000",No,Kathmandu,Yes,Canada,No plan to go,,,,,,,,,,,,Option A,Option A,Option B,Option A,Option A,Option B,Option B,Option B,Option B,Option B,Option B,Very familiar,"Accuracy and reliability of the recommendations,Personalization based on your specific preferences and goals","Selecting a specific university or program,Finding scholarship or financial aid opportunities",Neutral,"Transparency about the data sources and algorithms used,Endorsements or certifications from reputable organizations,User reviews and ratings from other students",,,"High-quality education,Limited availability of scholarships
 ,Moderately priced tuition fees",,"Higher paygrade
 ,Strong career prospects and job opportunities post-graduation
 ,Limited availability of part-time job opportunities during studies",,,"Limited access to civil liberties and freedom of expression
 ,Political instability and unrest in the home country
 ,Higher living expenses due to economic challenges","Higher cost of living in socially vibrant urban areas
 ,Access to diverse social networks and communities,Few opportunities for social interaction",,"Access to diverse job opportunities with competitive salaries
 ,Limited availability of affordable housing options
 ,Higher cost of living in urban areas",,,"Low crime rates,Active police presence,Efficient emergency services",,"More opportunity after graduation,Moderately prestige and reputation of universities
 ,Diverse availability of desired courses",,"Requirement for language proficiency tests (IELTS/PET/TOEFL)
 ,Different primary language spoken requiring language adaptation
 ,Some level of language barrier may exist making communication less straightforward",,"Accessible cultural events
 ,Limited cultural exposure and diversity on campus
 ,Greater opportunities for cultural exchange",,"Abundant availability of research job opportunities after studies,High collaborations with other researchers,Limited research opportunities and resources available during studies",,"Lower cost of living in environmentally diverse regions
 ,Abundant availability of outdoor recreational activities
 ,Exposure to environmental pollution and degradation"
